"","year_","ID","capdt","gpsdt","weight","culmen","totalHead","tarsus","wing","thr_width","thr_height","sex","n_by_id"
"196",2006,123213022,2006-06-06 11:12:00,2006-06-06 11:39:02,102,30.1000003814697,58,29.6000003814697,145,3,NA,1,1
"197",2006,123213023,2006-06-08 14:01:00,2006-06-08 14:20:48,100.5,29.2000007629395,55.9000015258789,29.2000007629395,145,2.83332991600037,NA,1,1
"198",2006,123213024,2006-06-08 17:37:00,2006-06-08 17:27:48,84,30.1000003814697,55.5,27.7999992370605,140,4.33333015441895,NA,1,1
"199",2006,123213025,2006-06-09 09:22:00,2006-06-09 09:36:40,101,30.5,57.2999992370605,29.5,143,3.79999995231628,NA,1,1
"200",2006,123213026,2006-06-09 10:02:00,2006-06-09 10:07:16,94,28.5,55.2000007629395,28.5,142,3.16667008399963,NA,1,1
"201",2006,123213027,2006-06-09 11:03:00,2006-06-09 11:26:55,88,27.2999992370605,54.0999984741211,29.1000003814697,142,3.33332991600037,NA,1,2
"202",2006,123213027,2006-06-25 14:50:00,2006-06-25 15:15:43,98,NA,NA,NA,NA,4,NA,1,2
"203",2006,123213028,2006-06-09 12:30:00,2006-06-09 13:02:57,99,28.6000003814697,56.2000007629395,30.2999992370605,150.5,4,NA,1,1
"204",2006,123213029,2006-06-09 13:33:00,2006-06-09 13:48:24,104,30.1000003814697,56.9000015258789,30.5,149,4.5,NA,1,1
"205",2006,123213030,2006-06-09 16:18:00,2006-06-09 16:32:54,92,27.2000007629395,53.9000015258789,28.5,140.5,4,NA,1,2
"206",2006,123213030,2006-06-25 13:52:00,2006-06-25 13:57:04,84,NA,NA,NA,NA,3,NA,1,2
"207",2006,123213031,2006-06-09 17:03:00,2006-06-09 17:20:21,99,28.8999996185303,56.4000015258789,30.3999996185303,148,3.33332991600037,NA,1,1
"208",2006,123213032,2006-06-10 10:16:00,2006-06-10 10:24:01,93,27.1000003814697,52.5,28.2999992370605,139,4.33333015441895,NA,1,2
"209",2006,123213032,2006-06-11 09:50:00,2006-06-11 10:35:42,84,NA,NA,NA,NA,NA,NA,1,2
"210",2006,123213033,2006-06-10 10:41:00,2006-06-10 10:59:30,89,29.5,55.9000015258789,28.5,143,3.33332991600037,NA,1,1
"211",2006,123213034,2006-06-10 11:04:00,2006-06-10 11:21:51,94,29,55.7000007629395,29.7999992370605,147,3.83332991600037,NA,1,1
"212",2006,123213035,2006-06-10 11:30:00,2006-06-10 11:21:51,81,27.5,54.2999992370605,29.3999996185303,143,2.83332991600037,NA,1,1
"213",2006,123213036,2006-06-10 12:30:00,2006-06-10 13:08:13,98,28.7000007629395,54.9000015258789,29.5,143,3.66667008399963,NA,1,1
"214",2006,123213037,2006-06-10 16:50:00,2006-06-10 17:03:45,90,29.7000007629395,55.7999992370605,29.3999996185303,142,3.16667008399963,NA,1,2
"215",2006,123213037,2006-06-25 16:50:00,2006-06-25 16:58:37,92,NA,NA,NA,NA,2.5,NA,1,2
"216",2006,123213038,2006-06-10 17:20:00,2006-06-10 17:32:31,91,30.7000007629395,58.4000015258789,30.2999992370605,146,3.16667008399963,NA,1,1
"217",2006,123213039,2006-06-10 17:53:00,2006-06-10 18:01:56,93,29.2999992370605,56.2000007629395,28.2000007629395,145,2.66667008399963,NA,1,2
"218",2006,123213039,2006-06-26 23:34:00,2006-06-26 23:55:44,86,NA,NA,NA,NA,2.83332991600037,NA,1,2
"219",2006,123213040,2006-06-10 18:23:00,2006-06-10 18:37:11,85,29.6000003814697,56.5999984741211,28.2000007629395,141,3.5,NA,1,1
"220",2006,123213041,2006-06-11 11:00:00,2006-06-11 11:05:26,86,25.1000003814697,52,28,146.5,2.66667008399963,NA,1,1
"221",2006,123213042,2006-06-11 16:49:00,2006-06-11 16:58:50,85,28.2999992370605,54.5,29.2000007629395,140,3.33332991600037,NA,1,1
"222",2006,123213043,2006-06-11 17:17:00,2006-06-11 17:19:04,98,28.5,54.7999992370605,28.6000003814697,146,3.83332991600037,NA,1,1
"223",2006,123213044,2006-06-13 10:00:00,2006-06-13 10:12:14,86,30.2000007629395,56.5999984741211,29.2000007629395,146.5,3.66667008399963,NA,1,1
"224",2006,123213045,2006-06-13 11:51:00,2006-06-13 12:03:03,109.5,28.7000007629395,55.7999992370605,28.8999996185303,141,4,NA,1,1
"225",2006,123213046,2006-06-13 12:20:00,2006-06-13 12:41:50,93.5,27.8999996185303,54.5,29.5,144,3.83332991600037,NA,1,2
"226",2006,123213046,2006-06-25 11:29:00,2006-06-25 11:50:59,89,NA,NA,NA,NA,2.5,NA,1,2
"227",2006,123213047,2006-06-13 13:08:00,2006-06-13 13:26:17,94.5,28.7999992370605,55.2999992370605,29.2000007629395,141,3.66667008399963,NA,1,1
"228",2006,123213048,2006-06-13 13:59:00,2006-06-13 14:08:59,94,28.8999996185303,55.5,27.1000003814697,146,3.5,NA,1,1
"229",2006,123213049,2006-06-13 14:51:00,2006-06-13 15:06:43,101,28.2000007629395,56,30.2000007629395,145.5,3.5,NA,1,1
"230",2006,123213050,2006-06-13 14:51:00,2006-06-13 15:06:43,95,30.2000007629395,57,31,144,4,NA,1,1
"231",2006,123213051,2006-06-13 15:45:00,2006-06-13 15:49:42,107,28.1000003814697,53.5,27.6000003814697,146,3.5,NA,1,1
"232",2006,123213052,2006-06-14 10:10:00,2006-06-14 10:20:59,89,28,54.5999984741211,29,146,3.5,NA,1,1
"233",2006,123213053,2006-06-14 11:05:00,2006-06-14 11:26:29,96,29.1000003814697,55.5,28.8999996185303,146,3.83332991600037,NA,1,2
"234",2006,123213053,2006-06-27 10:08:00,2006-06-27 10:41:43,101,NA,NA,NA,NA,2,NA,1,2
"235",2006,123213054,2006-06-14 11:36:00,2006-06-14 11:48:13,93,29,56,29,145,4,NA,1,2
"236",2006,123213054,2006-06-25 15:32:00,2006-06-25 15:45:21,90,NA,NA,NA,NA,2.5,NA,1,2
"237",2006,123213055,2006-06-14 12:14:00,2006-06-14 12:25:42,105,30.2000007629395,56.7999992370605,29.2000007629395,148.5,4,NA,1,1
"238",2006,123213056,2006-06-14 12:50:00,2006-06-14 13:45:04,101,28.5,56,28.3999996185303,144,3.16667008399963,NA,1,1
"239",2006,123213057,2006-06-14 14:42:00,2006-06-14 15:22:09,108,28.5,55.5,29,147,3.83332991600037,NA,1,2
"240",2006,123213057,2006-06-25 10:05:00,2006-06-25 10:25:55,78,NA,NA,NA,NA,NA,NA,1,2
"241",2006,123213058,2006-06-14 15:25:00,2006-06-14 15:56:31,94,30.3999996185303,58,28.5,144,3.33332991600037,NA,1,2
"242",2006,123213058,2006-06-26 22:42:00,2006-06-26 23:01:13,96,NA,NA,NA,NA,4.33333015441895,NA,1,2
"243",2006,123213059,2006-06-14 16:10:00,2006-06-14 16:41:29,104,29.6000003814697,56.5999984741211,28.8999996185303,144,3.5,NA,1,1
"244",2006,123213065,2006-06-08 11:03:00,2006-06-08 11:12:51,105.5,30.9500007629395,58.8600006103516,29.9899997711182,146,2.83332991600037,NA,1,2
"245",2006,123213065,2006-06-25 10:40:00,2006-06-25 11:14:50,107,NA,NA,NA,NA,3.33332991600037,NA,1,2
"246",2006,123213066,2006-06-08 11:55:00,2006-06-08 12:27:52,91,29.3500003814697,55.939998626709,30.3600006103516,142,3,NA,1,3
"247",2006,123213066,2006-06-14 10:48:00,2006-06-14 11:04:52,103.5,NA,NA,NA,NA,NA,NA,1,3
"248",2006,123213066,2006-06-22 12:54:00,2006-06-16 12:00:53,98,NA,NA,NA,NA,3.66667008399963,NA,1,3
"249",2006,123213067,2006-06-09 11:45:00,2006-06-09 12:40:25,100.5,29.4699993133545,56.5499992370605,29.9400005340576,145,2.83332991600037,NA,1,1
"250",2006,123213068,2006-06-08 00:00:00,2006-06-08 15:25:35,93.5,28.3700008392334,53.9000015258789,30.0900001525879,143,2.5,NA,1,1
"251",2006,123213070,2006-06-09 14:09:00,2006-06-09 14:43:47,99.5,30.0599994659424,56.6100006103516,NA,146,2.83332991600037,NA,1,1
"252",2006,123213071,2006-06-09 15:25:00,2006-06-09 15:40:34,79.5,27.5799999237061,53.7799987792969,27.9200000762939,142,2,NA,1,1
"253",2006,123213072,2006-06-09 16:13:00,2006-06-09 16:32:57,107.5,31.4599990844727,60.3199996948242,30.8999996185303,145,3.33332991600037,NA,1,1
"254",2006,123213073,2006-06-10 10:35:00,2006-06-10 11:27:14,103.5,28.6800003051758,55.2900009155273,28,140,3.5,NA,1,1
"255",2006,123213074,2006-06-15 13:13:00,2006-06-15 12:46:15,102,28.8199996948242,55.4099998474121,31.0599994659424,147,3.16667008399963,NA,1,1
"256",2006,123213075,2006-06-19 12:40:00,2006-06-19 13:00:15,97,30.1299991607666,55.3499984741211,28.6700000762939,145,3.5,NA,1,2
"257",2006,123213075,2006-06-27 14:00:00,2006-06-27 14:35:05,94,NA,NA,NA,NA,2.66667008399963,NA,1,2
"258",2006,123213076,2006-06-16 15:45:00,2006-06-16 16:06:43,101,30.3500003814697,58.0699996948242,29.4799995422363,148,3.5,NA,1,1
"259",2006,123213077,2006-06-16 15:20:00,2006-06-16 15:36:17,105,29.3999996185303,56.6399993896484,30.7600002288818,147.5,2.5,NA,1,1
"260",2006,123213078,2006-06-16 14:08:00,2006-06-16 14:27:54,95,27.2099990844727,55.2200012207031,28.7600002288818,145,3.16667008399963,NA,1,2
"261",2006,123213078,2006-06-27 11:40:00,2006-06-27 12:02:44,97,NA,NA,NA,NA,3.66667008399963,NA,1,2
"262",2006,123213079,2006-06-16 13:55:00,2006-06-16 13:58:29,92,29.6599998474121,55.6699981689453,27.7800006866455,140,3,NA,1,1
"263",2006,123213080,2006-06-16 13:28:00,2006-06-16 13:36:48,99,27.8600006103516,55.3499984741211,29.2999992370605,141,3,NA,1,1
"264",2006,123213081,2006-06-16 12:00:00,2006-06-16 13:03:52,104,29.4599990844727,51.5299987792969,30.8400001525879,144,3,NA,1,1
"265",2006,123213082,2006-06-16 12:30:00,2006-06-16 12:40:51,104,31.1000003814697,56.7999992370605,29.7999992370605,143,3.66667008399963,NA,1,1
"266",2006,123213083,2006-06-16 12:55:00,2006-06-16 13:17:45,109.5,31.8999996185303,59.9000015258789,31,150,3.83332991600037,NA,1,1
"267",2006,123213084,2006-06-16 14:02:00,2006-06-16 14:13:12,104,26,52.7999992370605,29,147,3.33332991600037,NA,1,1
"268",2006,123213085,2006-06-14 14:22:00,2006-06-14 15:23:26,92.5,29.7099990844727,54.5,28.4500007629395,142,2.16667008399963,NA,1,1
"269",2006,123213086,2006-06-14 12:57:00,2006-06-14 13:24:54,87.5,30.2999992370605,55.1800003051758,28.3500003814697,145,2.16667008399963,NA,1,1
"270",2006,123213087,2006-06-14 10:48:00,2006-06-14 11:04:52,98.5,30.2900009155273,56.8400001525879,28.2299995422363,143,3,NA,1,1
"271",2006,123213088,2006-06-13 17:10:00,2006-06-13 17:35:18,100.5,30.0200004577637,54.060001373291,28.1499996185303,145,3,NA,1,1
"272",2006,123213089,2006-06-13 17:10:00,2006-06-13 17:35:18,110.5,30.8099994659424,57.7599983215332,29.9400005340576,150,2.66667008399963,NA,1,1
"273",2006,123213090,2006-06-13 16:09:00,2006-06-13 16:33:17,104.5,30.2000007629395,57.3800010681152,30.8500003814697,145,3,NA,1,1
"274",2006,123213091,2006-06-13 15:43:00,2006-06-13 16:05:43,104.5,30.7000007629395,59.9599990844727,30.3999996185303,146,3.33332991600037,NA,1,1
"275",2006,123213092,2006-06-13 15:15:00,2006-06-13 15:41:23,109.5,28.1200008392334,53.3499984741211,28.4400005340576,140,2.5,NA,1,1
"276",2006,123213093,2006-06-13 14:45:00,2006-06-13 15:05:53,93.5,28.2199993133545,55.6100006103516,28.2199993133545,139,2,NA,1,2
"277",2006,123213093,2006-06-27 13:44:00,2006-06-27 13:59:35,85,NA,NA,NA,NA,2,NA,1,2
"278",2006,123213094,2006-06-13 12:52:00,2006-06-13 13:30:02,94.5,30.4500007629395,56.7400016784668,30.1499996185303,147,1.83333003520966,NA,1,1
"279",2006,123213095,2006-06-13 11:16:00,2006-06-13 11:59:45,89.5,28.6599998474121,54.5,29.2000007629395,143,3,NA,1,1
"280",2006,123213096,2006-06-13 10:48:00,2006-06-13 11:08:16,94.5,28.5699996948242,55.4300003051758,31.3600006103516,144,3,NA,1,1
"281",2006,123213097,2006-06-11 15:40:00,2006-06-11 16:07:02,102.5,30.1900005340576,56,30.6700000762939,145,3.33332991600037,NA,1,2
"282",2006,123213097,2006-06-20 14:45:00,2006-06-20 14:48:51,101,NA,NA,NA,NA,4.16666984558105,NA,1,2
"283",2006,123213098,2006-06-11 10:20:00,2006-06-11 10:39:31,93.5,29.7800006866455,56.5400009155273,30.3299999237061,147,1.16666996479034,NA,1,1
"284",2006,123213099,2006-06-10 18:00:00,2006-06-10 18:09:17,102.5,28.6599998474121,54.060001373291,28.5599994659424,147,3,NA,1,1
"285",2006,123213100,2006-06-19 11:19:00,2006-06-19 11:45:00,100,30.7700004577637,57.4099998474121,30.5,147,3,NA,1,1
"286",2006,123213169,2006-06-08 18:05:00,2006-06-08 18:35:13,104.5,24.4300003051758,56.9099998474121,30,145,2,NA,1,1
"287",2006,162116351,2006-06-13 12:25:00,2006-06-13 12:39:02,78,30.3099994659424,57.9700012207031,29.7800006866455,144,2.83332991600037,NA,1,1
"288",2006,162116370,2006-06-09 10:19:00,2006-06-09 10:49:14,97.5,28.2999992370605,55.0699996948242,30.6700000762939,145,2.83332991600037,NA,1,1
"289",2006,198103112,2006-05-28 16:25:00,2006-05-28 16:53:38,107,30.1000003814697,58.5,30.0100002288818,148,3,NA,1,3
"290",2006,198103112,2006-06-08 12:14:00,2006-06-08 12:40:03,96,NA,NA,NA,NA,3.5,NA,1,3
"291",2006,198103112,2006-06-27 11:04:00,2006-06-27 11:20:47,98,NA,NA,NA,NA,2.16667008399963,NA,1,3
"292",2006,198103126,2006-06-14 10:43:00,2006-06-14 10:52:54,92,30.2000007629395,57,29.3999996185303,144,3.66667008399963,NA,1,1
"293",2006,198103153,2006-06-11 09:50:00,2006-06-11 10:35:42,99,29.2999992370605,56.7999992370605,29,149,3.66667008399963,NA,1,1
"294",2006,199124675,2006-05-28 10:35:00,2006-05-28 10:48:05,83,28.5,54.4000015258789,27.2000007629395,140,NA,NA,1,3
"295",2006,199124675,2006-06-04 15:41:00,2006-06-04 15:54:02,96,NA,NA,NA,NA,3.5,NA,1,3
"296",2006,199124675,2006-06-24 18:00:00,2006-06-24 18:22:20,91,NA,NA,NA,NA,NA,NA,1,3
"297",2006,199177398,2006-06-24 13:45:00,2006-06-24 14:40:23,98,32,58.7999992370605,31.0599994659424,148,2.33332991600037,NA,1,1
"298",2006,221113017,2006-06-27 15:36:00,2006-06-27 16:08:45,93,28.75,55.5,28.5,144,3.33332991600037,NA,1,1
"299",2007,123213087,2007-06-02 12:44:00,2007-06-02 13:09:28,90,30.1100006103516,56.7400016784668,27.6499996185303,142.5,NA,NA,1,1
"300",2007,123233201,2007-06-17 13:45:00,2007-05-29 15:18:59,86.5,29.0799999237061,56.0699996948242,27.9699993133545,139,NA,NA,1,1
"301",2007,123233202,2007-05-31 14:17:00,2007-05-31 15:20:36,96.3000030517578,26.4599990844727,53.1100006103516,27.25,143,NA,NA,1,1
"302",2007,123233203,2007-06-01 12:34:00,2007-06-01 14:08:14,100,30.0200004577637,56.7900009155273,29.0699996948242,141,NA,NA,1,1
"303",2007,123233204,2007-06-01 14:00:00,2007-06-01 15:24:05,96.5,28.8199996948242,56.310001373291,28.6000003814697,144,NA,NA,1,1
"304",2007,123233205,2007-06-01 15:30:00,2007-06-01 16:13:34,98.5999984741211,28.9599990844727,56.6399993896484,28.4699993133545,146,NA,NA,1,1
"305",2007,123233206,2007-06-02 12:00:00,2007-06-02 12:23:01,96.5999984741211,29.1000003814697,56.7200012207031,29.7700004577637,145,NA,NA,1,1
"306",2007,123233207,2007-06-03 00:17:00,2007-06-03 00:36:10,89,27.0200004577637,55.7200012207031,28.9899997711182,147,NA,NA,1,1
"307",2007,123233208,2007-06-05 08:50:00,2007-06-05 10:24:35,92,30.3999996185303,57.2900009155273,28.2199993133545,146,NA,NA,1,1
"308",2007,123233209,2007-06-05 10:40:00,2007-06-05 10:56:56,99,28.8199996948242,56.1699981689453,27.6200008392334,144,NA,NA,1,1
"309",2007,123233210,2007-06-05 18:43:00,2007-06-05 18:47:24,97.4000015258789,28.3199996948242,54.4199981689453,28.4099998474121,147,NA,NA,1,1
"310",2007,123233211,2007-06-04 17:15:00,2007-06-04 17:33:08,95.5999984741211,28.5599994659424,54.3499984741211,28.1299991607666,147,NA,NA,1,1
"311",2007,123233212,2007-06-05 12:04:00,2007-06-05 12:07:36,99.0999984741211,30.1000003814697,56.7200012207031,29.6200008392334,147.5,NA,NA,1,1
"312",2007,123233213,2007-06-05 12:35:00,2007-06-05 12:48:51,103.900001525879,30.0699996948242,56.3499984741211,29.3799991607666,141,NA,NA,1,1
"313",2007,123233214,2007-06-05 13:00:00,2007-06-05 13:20:49,103.300003051758,28.3299999237061,55.8600006103516,28.6100006103516,145,NA,NA,1,1
"314",2007,123233215,2007-06-05 15:40:00,2007-06-05 15:50:22,91,30.0699996948242,56.7599983215332,27.4300003051758,144,NA,NA,1,1
"315",2007,123233216,2007-06-06 15:35:00,2007-06-06 15:39:22,108.599998474121,29.6200008392334,55.9799995422363,29.7099990844727,146,NA,NA,1,1
"316",2007,123233217,2007-06-06 12:08:00,2007-06-06 12:16:10,103.199996948242,28.3500003814697,55.5999984741211,28.2199993133545,148,NA,NA,1,1
"317",2007,123233218,2007-06-06 14:20:00,2007-06-06 14:28:26,116.800003051758,29.1800003051758,57.0400009155273,27.8099994659424,147.5,NA,NA,1,1
"318",2007,123233219,2007-06-06 14:40:00,2007-06-06 15:02:12,100.699996948242,27.8700008392334,52.9199981689453,28.6599998474121,144,NA,NA,1,2
"319",2007,123233219,2007-06-15 14:30:00,2007-06-15 14:44:17,95.0999984741211,NA,NA,NA,NA,NA,NA,1,2
"320",2007,123233220,2007-06-05 11:20:00,2007-06-05 11:33:22,101.800003051758,30.6399993896484,57.1500015258789,28.4699993133545,146,NA,NA,1,1
"321",2007,123233221,2007-06-06 17:20:00,2007-06-06 17:40:48,106.699996948242,29.4899997711182,54.7900009155273,28.8700008392334,145,NA,NA,1,1
"322",2007,123233222,2007-06-07 12:28:00,2007-06-07 00:40:50,101.599998474121,29.1800003051758,54.560001373291,28.5799999237061,144,NA,NA,1,1
"323",2007,123233223,2007-06-07 12:52:00,2007-06-07 01:14:17,98.1999969482422,30.3299999237061,56.75,28.9799995422363,146,NA,NA,1,1
"324",2007,123233224,2007-06-07 16:00:00,2007-06-07 16:07:42,95.5999984741211,29.1000003814697,54.9700012207031,28.3299999237061,142,NA,NA,1,1
"325",2007,123233225,2007-06-08 10:55:00,2007-06-08 10:55:29,88.9000015258789,30.2900009155273,55.5999984741211,27.2399997711182,142,NA,NA,1,1
"326",2007,123233226,2007-06-08 11:12:00,2007-06-08 11:16:28,102.099998474121,27.3199996948242,54.5299987792969,29.25,145.5,NA,NA,1,1
"327",2007,123233227,2007-06-08 11:42:00,2007-06-08 11:43:41,114.800003051758,30.3700008392334,57.3199996948242,27.7099990844727,145,NA,NA,1,1
"328",2007,123233228,2007-06-08 14:00:00,2007-06-08 14:23:49,108.5,27.6200008392334,55.5499992370605,29.1299991607666,140.5,NA,NA,1,1
"329",2007,123233229,2007-06-08 14:55:00,2007-06-08 14:59:14,102.800003051758,30.5300006866455,57.1699981689453,29.5200004577637,147,NA,NA,1,1
"330",2007,123233230,2007-06-08 15:40:00,2007-06-08 15:56:35,103,31.7900009155273,58.3400001525879,29.7700004577637,144,NA,NA,1,1
"331",2007,123233231,2007-06-10 10:00:00,2007-06-10 10:03:57,104.099998474121,29.9500007629395,56.5200004577637,30.7700004577637,147.5,NA,NA,1,3
"332",2007,123233231,2007-06-12 17:35:00,2007-06-12 17:40:24,NA,NA,NA,NA,NA,NA,NA,1,3
"333",2007,123233231,2007-06-28 14:10:00,2007-06-28 14:35:33,97.1999969482422,NA,NA,NA,NA,NA,NA,1,3
"334",2007,123233232,2007-06-10 10:29:00,2007-06-10 10:30:12,101.599998474121,30.9699993133545,58.1699981689453,29.5799999237061,146,NA,NA,1,2
"335",2007,123233232,2007-06-17 13:45:00,2007-06-17 13:46:31,105.099998474121,NA,NA,NA,NA,NA,NA,1,2
"336",2007,123233233,2007-06-10 11:54:00,2007-06-10 11:57:42,118.199996948242,32.3400001525879,58.8800010681152,30.5799999237061,145,NA,NA,1,1
"337",2007,123233234,2007-06-10 12:38:00,2007-06-10 12:41:27,84.4000015258789,28.5699996948242,54.3300018310547,26.5400009155273,140,NA,NA,1,2
"338",2007,123233234,2007-06-15 15:54:00,2007-06-15 16:04:46,94.5,NA,NA,NA,NA,NA,NA,1,2
"339",2007,123233235,2007-06-10 13:04:00,2007-06-10 13:09:24,102.800003051758,28.7299995422363,55.939998626709,26.7199993133545,138.5,NA,NA,1,1
"340",2007,123233236,2007-06-10 14:34:00,2007-06-10 14:45:20,104.699996948242,28.0400009155273,55.2999992370605,28.4500007629395,144,NA,NA,1,1
"341",2007,123233237,2007-06-11 13:55:00,2007-06-11 13:58:16,95,28.2000007629395,55.0800018310547,26.8199996948242,135.5,NA,NA,1,2
"342",2007,123233237,2007-06-22 12:56:00,2007-06-22 12:58:21,83.5,NA,NA,NA,NA,NA,NA,1,2
"343",2007,123233238,2007-06-10 15:15:00,2007-06-10 15:23:03,104.699996948242,29.3299999237061,56.6199989318848,27.9200000762939,142,NA,NA,1,2
"344",2007,123233238,2007-06-11 16:40:00,2007-06-11 16:38:49,104,NA,NA,NA,NA,NA,NA,1,2
"345",2007,123233239,2007-06-10 15:58:00,2007-06-10 15:53:11,100.5,29.6700000762939,56.3300018310547,29.5200004577637,146,NA,NA,1,1
"346",2007,123233240,2007-06-11 14:26:00,2007-06-11 14:42:24,102.699996948242,29.4899997711182,55.6599998474121,29.5100002288818,145,NA,NA,1,1
"347",2007,123233241,2007-06-08 16:46:00,2007-06-08 16:42:16,99.8000030517578,29.1700000762939,55.4900016784668,27.6800003051758,147,NA,NA,1,1
"348",2007,123233242,2007-06-08 17:09:00,2007-06-08 17:15:08,114.599998474121,29.2199993133545,55.810001373291,28.1800003051758,147.5,NA,NA,1,1
"349",2007,123233243,2007-06-09 10:48:00,2007-06-09 10:48:29,99.1999969482422,30.4300003051758,56.5900001525879,27.5499992370605,140,NA,NA,1,1
"350",2007,123233244,2007-06-09 11:13:00,2007-06-09 11:14:23,102.300003051758,28.1599998474121,55.2700004577637,30.0400009155273,143,NA,NA,1,1
"351",2007,123233245,2007-06-09 11:36:00,2007-06-09 11:33:53,97,28.9699993133545,55.9300003051758,29.0400009155273,139,NA,NA,1,1
"352",2007,123233246,2007-06-09 11:57:00,2007-06-09 11:58:06,98.4000015258789,29.3500003814697,56.060001373291,28.5799999237061,149,NA,NA,1,1
"353",2007,123233247,2007-06-09 14:42:00,2007-06-10 03:09:22,113,28.9899997711182,56.9000015258789,28.5300006866455,140,NA,NA,1,1
"354",2007,123233248,2007-06-09 15:40:00,2007-06-09 16:30:00,112.699996948242,30.3099994659424,57.3699989318848,29.6399993896484,146,NA,NA,1,1
"355",2007,123233249,2007-06-09 17:21:00,2007-06-09 16:30:00,97.5,26.4599990844727,52.8800010681152,28.8099994659424,141,NA,NA,1,1
"356",2007,123233250,2007-06-09 16:30:00,2007-06-09 16:30:00,107.5,30.5,57.4799995422363,30.4400005340576,146,NA,NA,1,1
"357",2007,123233251,2007-06-03 15:45:00,2007-06-03 17:06:54,93.9000015258789,28.4899997711182,54.3199996948242,28.2999992370605,141.5,NA,NA,1,1
"358",2007,123233252,2007-06-05 09:50:00,2007-06-05 10:26:30,93.1999969482422,28.3799991607666,52.8400001525879,28.0599994659424,144,NA,NA,1,1
"359",2007,123233253,2007-06-05 10:33:00,2007-06-05 10:52:49,103.5,26.9899997711182,54.1399993896484,29.6000003814697,145,NA,NA,1,1
"360",2007,123233254,2007-06-05 16:30:00,2007-06-05 17:42:08,108.599998474121,30.7000007629395,56.5499992370605,29.4899997711182,144,NA,NA,1,1
"361",2007,123233255,2007-06-05 16:30:00,2007-06-05 17:42:08,100,29.4699993133545,56.5800018310547,29.2600002288818,154,NA,NA,1,1
"362",2007,123233256,2007-06-07 13:30:00,2007-06-07 13:50:07,108.599998474121,28.3099994659424,55.0699996948242,27.6599998474121,143,NA,NA,1,1
"363",2007,123233257,2007-06-07 14:50:00,2007-06-07 14:57:04,108.400001525879,27.2000007629395,53.2400016784668,28.8600006103516,150,NA,NA,1,1
"364",2007,123233258,2007-06-07 15:45:00,2007-06-07 15:48:53,102.699996948242,29.5499992370605,56.7999992370605,29.1100006103516,147,NA,NA,1,1
"365",2007,123233259,2007-06-07 16:20:00,2007-06-07 16:27:33,114.5,31.8999996185303,57.0200004577637,29.9599990844727,149,NA,NA,1,1
"366",2007,123233260,2007-06-07 17:20:00,2007-06-07 17:24:03,106.199996948242,29.0599994659424,56.5800018310547,29.6100006103516,143,NA,NA,1,1
"367",2007,123233261,2007-06-08 14:07:00,2007-06-08 14:18:20,106.900001525879,30.5100002288818,57.3199996948242,29.5699996948242,147,NA,NA,1,1
"368",2007,123233262,2007-06-08 15:49:00,2007-06-08 15:53:44,103.199996948242,28.5499992370605,56.2200012207031,28.6100006103516,149.5,NA,NA,1,1
"369",2007,123233263,2007-06-08 16:25:00,2007-06-08 16:31:48,104.199996948242,27.7600002288818,53.5699996948242,28.8500003814697,147,NA,NA,1,1
"370",2007,123233264,2007-06-08 16:57:00,2007-06-08 17:00:04,113.5,28.8199996948242,56.1199989318848,29.9500007629395,147,NA,NA,1,1
"371",2007,123233265,2007-06-08 17:35:00,2007-06-08 17:34:25,103.099998474121,29.8700008392334,56.4900016784668,30.1499996185303,147,NA,NA,1,1
"372",2007,123233266,2007-06-09 10:16:00,2007-06-09 10:15:48,100.800003051758,27.6100006103516,53.560001373291,28.0499992370605,147,NA,NA,1,1
"373",2007,123233267,2007-06-09 11:37:00,2007-06-09 11:45:37,93.1999969482422,27.8299999237061,53.8800010681152,28.6000003814697,147,NA,NA,1,1
"374",2007,123233268,2007-06-09 14:45:00,2007-06-09 14:48:59,110.699996948242,31.0599994659424,57.6100006103516,29.6599998474121,146,NA,NA,1,1
"375",2007,123233269,2007-06-09 14:48:00,2007-06-09 14:55:02,106.400001525879,29.1000003814697,56.5400009155273,28.3799991607666,145,NA,NA,1,1
"376",2007,123233270,2007-06-09 17:19:00,2007-06-09 17:20:43,93,29.5,55.689998626709,28.7900009155273,144,NA,NA,1,1
"377",2007,123233271,2007-06-09 18:00:00,2007-06-09 18:04:54,103.900001525879,30.0599994659424,56.7700004577637,29.8999996185303,151,NA,NA,1,1
"378",2007,123233272,2007-06-10 17:05:00,2007-06-10 17:18:39,113,30.5599994659424,59.1500015258789,29.5,149,NA,NA,1,1
"379",2007,123233273,2007-06-11 14:47:00,2007-06-11 14:50:19,101.5,27.1100006103516,55.0499992370605,30.1200008392334,142,NA,NA,1,1
"380",2007,123233274,2007-06-11 16:52:00,2007-06-11 16:51:37,91.8000030517578,28.25,54.2599983215332,27.0100002288818,140.5,NA,NA,1,1
"381",2007,123233275,2007-06-11 17:51:00,2007-06-11 17:53:57,98.5,30.5900001525879,57.0800018310547,29.1800003051758,143,NA,NA,1,1
"382",2007,123233276,2007-06-11 22:38:00,2007-06-12 10:37:55,103.400001525879,31.2600002288818,57.8899993896484,30.2000007629395,143,NA,NA,1,1
"383",2007,123233277,2007-06-11 16:18:00,2007-06-12 16:22:58,113.599998474121,27.0699996948242,52.439998626709,27.25,141,NA,NA,1,1
